unique_id,ds,LGBMRegressor,LGBMRegressor-lo-90,LGBMRegressor-lo-80,LGBMRegressor-hi-80,LGBMRegressor-hi-90,LGBMRegressor/BottomUp,LGBMRegressor/BottomUp-lo-90,LGBMRegressor/BottomUp-lo-80,LGBMRegressor/BottomUp-hi-80,LGBMRegressor/BottomUp-hi-90,LGBMRegressor/MinTrace_method-mint_shrink,LGBMRegressor/MinTrace_method-mint_shrink-lo-90,LGBMRegressor/MinTrace_method-mint_shrink-lo-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-90,LGBMRegressor/MinTrace_method-ols,LGBMRegressor/MinTrace_method-ols-lo-90,LGBMRegressor/MinTrace_method-ols-lo-80,LGBMRegressor/MinTrace_method-ols-hi-80,LGBMRegressor/MinTrace_method-ols-hi-90
total/727316,2025-05-29 18:00:00,85.11690075464558,14.164019557770441,23.121203129253963,147.1125983800372,156.06978195152072,88.55398745872188,24.9553480203258,40.55034294821053,129.22581142411693,144.22993279511522,81.0505330820019,17.45189364360581,33.04688857149054,121.72235704739694,136.72647841839523,81.72789961234263,18.129260173946538,33.72425510183127,122.39972357773767,137.40384494873595
total/727316,2025-05-29 19:00:00,84.12742671523561,45.04607095822769,45.986245098802016,122.26860833166921,123.20878247224354,82.24685039490772,8.643213707744525,28.95564537044804,134.77829448967782,143.80786220890883,78.11183040087448,4.5081937137112815,24.820625376414807,130.6432744956446,139.6728422148756,79.86659065971246,6.262953972549248,26.57538563525279,132.39803475448258,141.42760247371353
total/727316,2025-05-29 20:00:00,62.29848717830491,0.0,0.0,167.68457030838113,188.22420021347918,66.02056276717845,3.233796667123956,16.168013764321405,118.22537361978529,140.2468229106595,48.54454256551496,0.0,0.0,100.74935341812183,122.77080270899603,58.36908483158985,0.0,8.516535828732833,110.57389568419671,132.5953449750709
total/727316,2025-05-29 21:00:00,31.719729510325273,0.0,0.0,74.89019959999685,76.80683486839033,45.724621643994254,6.507060509695016,15.623701074575186,73.96221555918116,81.7173053926837,17.210618907924307,0.0,0.0,45.448212823111206,53.20330265661376,29.66475196643498,0.0,0.0,57.90234588162188,65.65743571512444
total/727316,2025-05-29 22:00:00,42.0142674366317,10.29690021398069,12.595209445449822,71.43332542781357,73.7316346592827,43.04900514711218,11.396900600244688,15.235026401217903,67.97684880002848,73.24795623518182,23.66065935566939,0.0,0.0,48.58850300858567,53.85961044373904,35.69188746763194,4.039782920764446,7.877908721737661,60.619731120548224,65.89083855570158
total/727316,2025-05-29 23:00:00,20.281150783182866,4.476188859464642,8.212415674617855,32.34988589174788,36.08611270690109,36.95289819729083,20.442417632154292,24.785101861130716,50.205788475678276,53.06192720694996,0.0,0.0,0.0,13.521426037415678,16.37756476868736,17.80643489740945,1.2959543322729015,5.63863856124933,31.059325175796893,33.91546390706857
total/727316,2025-05-30 00:00:00,10.01502436052505,0.0,0.0,40.39057469506653,50.05993448243926,21.601746672946586,0.0,1.4609143601423762,43.095627473484655,49.719605919796464,0.0,0.0,0.0,18.810267571031016,25.434246017342833,8.600367362326434,0.0,0.0,30.094248162864496,36.71822660917631
total/727316,2025-05-30 01:00:00,6.209147262614588,0.0,0.0,15.574213717022108,17.210482534001464,16.62768846184656,3.8366865213240886,7.5814501250227675,25.720957870636575,29.396113539460178,0.0,0.0,0.0,3.7899536588930696,7.465109327716671,5.423247083996658,0.0,0.0,14.516516492786671,18.19167216161027
total/727316,2025-05-30 02:00:00,5.752886861794391,1.3472488049554585,1.353774386942257,10.151999336646526,10.158524918633324,13.585095861619877,8.995911215220088,9.952999336790063,17.092177884513518,18.198835247557263,0.0,0.0,0.0,0.0,0.0,4.4197286689054875,0.0,0.7876321440756736,7.926810691799132,9.033468054842876
total/727316,2025-05-30 03:00:00,5.070984419116563,1.8398216916512031,1.8398216916512031,8.302147146581923,8.302147146581923,12.139854287882933,7.731219172265899,8.758432308379192,15.308660113459835,15.887149680918588,0.0,0.0,0.0,0.0,0.0,4.695475341705925,0.0,1.3140533622021844,7.8642811672828286,8.442770734741583
total/727316,2025-05-30 04:00:00,6.1210343665543885,0.0,0.0,22.68080309128529,29.356884306402016,11.7081798645423,0.0,0.0,31.313074137404968,37.30868781158835,0.0,0.0,0.0,16.322556182461803,22.318169856645188,5.3985962812837665,0.0,0.0,25.003490554146435,30.999104228329823
total/727316,2025-05-30 05:00:00,4.311276920671062,0.0,0.0,26.38267693036518,35.45420156223567,11.276505441201667,0.0,0.0,35.81689138724441,44.85001428363536,0.0,0.0,0.0,20.307894156780467,29.341017053171417,4.134523949704067,0.0,0.0,28.67490989574681,37.70803279213776
total/727316,2025-05-30 06:00:00,3.2914517094281766,0.7882230135335675,0.7882230135335675,5.794680405322786,5.794680405322786,11.276505441201667,7.276833995163885,8.02975966685211,14.20490064776706,15.430744116330159,0.0,0.0,0.0,0.0,0.0,3.703200790216769,0.0,0.0,6.631595996782165,7.857439465345262
total/727316,2025-05-30 07:00:00,8.748975410547244,0.0,0.0,18.871233871127195,19.080271306272156,11.7081798645423,0.0,2.631495278585585,19.57856742865271,21.901548159670888,1.7250813928260038,0.0,0.0,9.595468956936413,11.918449687954595,7.458620502283071,0.0,0.0,15.329008066393481,17.65198879741166
total/727316,2025-05-30 08:00:00,17.70402898633359,0.0,0.0,41.820491540497216,42.13633254341611,27.463341353328065,0.0,5.762775239879864,53.56415384791726,58.71881025148297,2.755133271009461,0.0,0.0,28.85594576559866,34.01060216916436,14.689879479634575,0.0,0.0,40.790691974223776,45.94534837778947
total/727316,2025-05-30 09:00:00,23.228284878865374,0.0,0.0,48.61737056151715,50.74665988957806,39.833698232399534,12.543421473169126,17.63089207044338,59.87520657982795,66.92137814906646,5.289114288990723,0.0,0.0,25.330622636419147,32.37679420565764,18.9241219318046,0.0,0.0,38.965630279233025,46.01180184847151
total/727316,2025-05-30 10:00:00,30.098209259191204,0.0,0.0,91.70053298339948,97.49219943065759,49.60834225518262,14.682475066300475,20.388791873339834,85.1823547368601,91.22426256881319,20.21169567643977,0.0,0.0,55.785708158117274,61.827615990070335,31.10375555777724,0.0,1.8842051759344505,66.67776803945475,72.7196758714078
total/727316,2025-05-30 11:00:00,57.9057163542203,11.315048313827592,15.97208636703953,99.83934634140107,104.49638439461302,78.5528835957902,36.60463469799077,44.59305103010733,109.06035010398816,118.56722941151092,35.900828581501585,0.0,1.9409960158187092,66.40829508969952,75.91517439722227,54.493271223095185,12.545022325295733,20.533438657412308,85.00073773129313,94.50761703881587
