unique_id,ds,LGBMRegressor,LGBMRegressor-lo-90,LGBMRegressor-lo-80,LGBMRegressor-hi-80,LGBMRegressor-hi-90,LGBMRegressor/BottomUp,LGBMRegressor/BottomUp-lo-90,LGBMRegressor/BottomUp-lo-80,LGBMRegressor/BottomUp-hi-80,LGBMRegressor/BottomUp-hi-90,LGBMRegressor/MinTrace_method-mint_shrink,LGBMRegressor/MinTrace_method-mint_shrink-lo-90,LGBMRegressor/MinTrace_method-mint_shrink-lo-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-90,LGBMRegressor/MinTrace_method-ols,LGBMRegressor/MinTrace_method-ols-lo-90,LGBMRegressor/MinTrace_method-ols-lo-80,LGBMRegressor/MinTrace_method-ols-hi-80,LGBMRegressor/MinTrace_method-ols-hi-90
total,2025-05-27 06:00:00,5.22342674686814,1.6661238250749184,1.7381184905442049,8.708735003192075,8.78072966866136,29.638505080380412,24.67365986818477,25.322590933743378,33.104195442781936,34.20355850927636,0.0,0.0,0.0,0.0,0.0,6.8941637524400265,1.9293185402443862,2.5782496058029953,10.359854114841553,11.459217181335973
total,2025-05-27 07:00:00,8.278687654786335,0.0,0.0,25.744535499726133,27.815339408514404,32.918919837556935,5.903297362070631,12.620523691438061,51.29647427071368,57.02389504807308,0.0,0.0,0.0,16.29995595490268,22.027376732262073,9.92143559846719,0.0,0.0,28.298990031623934,34.026410808983336
total,2025-05-27 08:00:00,37.61923323870784,1.1333827721086127,6.954304460329855,68.28416201708583,74.10508370530707,58.82367690338856,34.66754631828387,38.91677314605525,73.43529502162971,79.0772194438861,28.581149834827936,4.4250192497232534,8.674246077494635,43.19276795306909,48.83469237532547,39.0618765897667,14.905746004662019,19.15497283243341,53.67349470800786,59.31541913026423
total,2025-05-27 09:00:00,79.9543342016961,53.249113288185185,54.41665319928894,105.49201520410325,106.65955511520701,91.13934749241731,31.36403320374314,45.457810068071815,129.5828958906066,139.52796172506766,71.4772182254281,11.701903936753903,25.795680801082575,109.92076662361738,119.86583245807843,77.40194585874683,17.626631570072654,31.720408434401328,115.84549425693612,125.79056009139717
total,2025-05-27 10:00:00,90.80636705299504,66.17422778509437,69.81308849906297,111.79964560692711,115.43850632089571,102.30443722041285,61.025499624031035,71.1401522656159,127.1568030863772,133.58451986691742,82.93779888749137,41.65886129110954,51.7735139326944,107.7901647534557,114.21788153399594,88.9107735748468,47.63183597846499,57.74648862004984,113.76313944081113,120.19085622135134
total,2025-05-27 11:00:00,108.31201353637863,29.554015926968866,41.97292502337095,174.6511020493863,187.07001114578838,142.70653266557633,63.88955424418808,84.12598353192514,208.87935656150677,232.93387238682084,96.7802935706794,17.96331514929116,38.19974443702823,162.95311746660985,187.0076332919239,112.59009530842106,33.7731168870328,54.00954617476985,178.7629192043515,202.81743502966552
total,2025-05-27 12:00:00,129.90300016270425,47.39013688636878,59.294945923951104,200.5110544014574,212.4158634390397,196.13833455341185,117.74631997082462,133.57328676734107,268.8802989510935,282.34715909149253,121.7752160945833,43.383201511996084,59.210168308512536,194.51718049226497,207.98404063266398,148.35598910786146,69.96397452527425,85.79094132179071,221.0979535055431,234.56481364594214
total,2025-05-27 13:00:00,125.15494534480267,25.991396745454196,43.58359413503318,206.72629655457217,224.31849394415116,202.8866015997815,147.50653931997428,155.82210830086171,250.8131181598479,264.4024423159375,108.03962206852279,52.65955978871558,60.97512876960302,155.9661386285892,169.55546278467878,144.2482170502185,88.8681547704113,97.18372375129871,192.1747336102849,205.76405776637455
total,2025-05-27 14:00:00,126.62257420066486,0.0,0.0,265.1473913251026,268.1593739550834,176.94222216898746,118.89310776812725,128.12672617956457,223.1817233951163,234.68335892594166,113.46768821278138,55.41857381192119,64.65219222335853,159.7071894389103,171.2088249697356,138.7861816116877,80.73706721082749,89.97068562226484,185.0256828378166,196.52731836864194
total,2025-05-27 15:00:00,135.40076287928343,4.399774054875284,33.59222642725792,237.20929933130896,266.4017517036916,182.16512707492282,124.02116859509293,134.68523749831988,223.20369650840033,235.014011355007,123.85803725073414,65.71407877090427,76.37814767413118,164.89660668421166,176.70692153081833,145.48827395320353,87.34431547337363,98.00838437660057,186.52684338668107,198.33715823328774
total,2025-05-27 16:00:00,135.4458918970913,36.302969647364634,37.08585208247462,233.80593171170796,234.58881414681792,182.00685585197786,100.23010737040201,127.2456025030798,234.1757322447666,250.7440109447672,128.05952684997226,46.28277836839638,73.29827350107415,180.22840324276098,196.79668194276158,149.53206746019967,67.75531897862379,94.77081411130159,201.7009438529884,218.26922255298902
total,2025-05-27 17:00:00,126.13668599669822,15.84330994097455,17.86067653241244,234.412695460984,236.43006205242187,170.022092069856,119.40750413245439,130.56444693243643,203.11891466151138,213.0324487088688,113.83698825271377,63.22240031531214,74.37934311529418,146.9338108443691,156.84734489172655,133.79954884548482,83.18496090808323,94.34190370806525,166.8963714371402,176.80990548449762
total,2025-05-27 18:00:00,120.53367822879169,55.9814551680325,64.1102730717423,176.9570833858411,185.0859012895509,169.0286305173385,109.17490824379755,118.79096300640332,217.43175230030482,231.75994330690034,112.15940429015059,52.305682016609595,61.92173677921535,160.56252607311683,174.8907170797124,133.74412302340784,73.89040074986686,83.50645551247263,182.1472448063741,196.47543581296966
total,2025-05-27 19:00:00,124.8063383298634,38.95934923087731,52.00974741776313,197.60292924196364,210.65332742884948,165.87813684928145,94.39818666520517,113.4898104659186,232.16069837988996,241.81124600502605,116.24107360022812,44.76112341615185,63.85274721686526,182.52363513083665,192.17418275597274,134.81065012967693,63.330699945600614,82.42232374631404,201.0932116602854,210.74375928542148
total,2025-05-27 20:00:00,85.20674809419545,13.073108351565843,23.584115229594246,146.82938095879666,157.34038783682504,125.22517418027834,48.95184192174608,69.28476072319847,180.74120065147625,196.02432672580264,77.18311836975295,0.909786111220695,21.242704912673084,132.69914484095085,147.98227091527724,94.1324479354519,17.85911567691965,38.192034478372044,149.64847440664983,164.93160048097621
total,2025-05-27 21:00:00,68.31587970785594,0.0,0.0,137.8561284807668,147.75781394423365,96.64356541086502,45.737020835554745,56.70173484288222,143.9394730624961,152.70027563901036,55.34645787057257,4.439913295262316,15.404627302589793,102.64236552220366,111.40316809871794,69.95342726986114,19.04688269455089,30.011596701878364,117.24933492149223,126.01013749800651
total,2025-05-27 22:00:00,41.04052714800242,15.178485793225557,17.186851478338884,64.89420281766596,66.90256850277927,77.2791476427924,59.320518082332974,63.60773400070272,93.30847610438421,95.84069460620206,24.608253545571866,6.64962398511244,10.936839903482173,40.63758200716366,43.169800508981524,43.22945153007471,25.27082196961528,29.558037887985016,59.25877999166651,61.79099849348436
total,2025-05-27 23:00:00,30.326386830805742,0.0,0.0,66.250746159015,69.6617449871496,64.93815571192215,23.92937527000065,29.31013249228349,93.18718673259998,107.25327571907411,14.361154361821452,0.0,0.0,42.61018538249929,56.67627436897344,31.90594766859433,0.0,0.0,60.15497868927217,74.22106767574633
total,2025-05-28 00:00:00,9.399815510761657,0.5900292299159546,0.710628077046457,18.08900294447686,18.209601791607362,33.770870417698845,26.01314277558258,28.27607124784082,40.48039826845153,42.96163178685477,0.0,0.0,0.0,5.523795792646547,8.005029311049778,10.836853885284269,3.0791262431680035,5.342054715426246,17.546381736036953,20.02761525444019
total,2025-05-28 01:00:00,9.709674385968304,2.6958751191314745,2.9002563860204873,16.51909238591612,16.723473652805133,34.05751215042863,26.703378622840386,27.90018162600865,38.65194945867849,40.21094148280851,0.0,0.0,0.0,4.618649890021398,6.177641914151416,11.709161853442072,4.355028325853834,5.5518313290221,16.30359916169194,17.862591185821955
total,2025-05-28 02:00:00,5.342518775777384,0.0,0.0,10.301603802845907,10.656675008316002,29.08660016766465,22.445817320736527,24.705306895440014,33.647477126463244,34.97927847958964,0.0,0.0,0.0,0.0,1.2437247343241422,7.120832260577052,0.0,2.7395389883524275,11.681709219375657,13.013510572502053
total,2025-05-28 03:00:00,5.569998324380067,0.0,0.9207358117444555,10.219260837015678,10.72924329970223,29.049271793098416,23.41121708859181,24.681020207892747,33.3683739570687,34.599383323698376,0.0,0.0,0.0,0.0,1.663555267686141,7.216806394643816,1.5787516901372123,2.848554809438154,11.535908558614112,12.766917925243783
total,2025-05-28 04:00:00,7.587518769535802,0.0,0.0,16.586262944275592,18.749861717504356,31.23780932955093,18.384969122203554,22.021694857102297,43.39622576905634,45.69565703777167,0.0,0.0,0.0,9.272054341695192,11.571485610410525,8.910781316771763,0.0,0.0,21.06919775627717,23.3686290249925
