unique_id,ds,LGBMRegressor,LGBMRegressor-lo-90,LGBMRegressor-lo-80,LGBMRegressor-hi-80,LGBMRegressor-hi-90,LGBMRegressor/MinTrace_method-mint_shrink,LGBMRegressor/MinTrace_method-mint_shrink-lo-90,LGBMRegressor/MinTrace_method-mint_shrink-lo-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-80,LGBMRegressor/MinTrace_method-mint_shrink-hi-90,LGBMRegressor/MinTrace_method-ols,LGBMRegressor/MinTrace_method-ols-lo-90,LGBMRegressor/MinTrace_method-ols-lo-80,LGBMRegressor/MinTrace_method-ols-hi-80,LGBMRegressor/MinTrace_method-ols-hi-90
total/2539350/320.0/23745384,2025-05-29 13:00:00,14.249323286301417,0.0,0.0,28.217009493917672,28.70717717839848,11.922817077585371,0.0,0.0,23.682566068406363,26.127867510189823,13.068572462665406,0.0,0.0,24.8283214534864,27.27362289526986
total/2539350/320.0/23745384,2025-05-29 14:00:00,8.919855423924881,0.9232729486702762,0.9635545182879404,16.876156329561823,16.916437899179485,6.97222709046924,0.0,0.7794205892970959,13.219366120647466,15.029698302230122,8.004629510533855,0.0,1.8118230093617105,14.251768540712082,16.062100722294737
total/2539350/320.0/23745384,2025-05-29 15:00:00,9.160740638960545,0.0,1.7693692806514107,16.55211199726968,17.913204617865738,7.6350693826717135,0.0,1.212500609314239,14.329309455890524,15.388655127852518,8.352720975772616,0.0,1.9301522024151416,15.046961048991427,16.10630672095342
total/2539350/320.0/23745384,2025-05-29 16:00:00,9.160740638960545,0.0,0.5173327008666364,17.804148577054455,18.135529746777237,9.29796210850758,0.0,2.1861760988533305,16.380277546818945,18.335848098090153,9.001201645320483,0.0,1.889415635666234,16.08351708363185,18.039087634903055
total/2539350/320.0/23745384,2025-05-29 17:00:00,9.593489258041009,0.0,0.0,24.74868947062922,28.126324783845718,8.6803418616063,0.0,0.0,26.04287852618337,29.551897755092103,9.012982019716238,0.0,0.0,26.375518684293308,29.884537913202042
total/2539350/320.0/23745384,2025-05-29 18:00:00,9.35423187232494,0.0,0.0,31.35958540806568,37.47587952730177,7.371376810814099,0.0,0.0,30.044581152879505,35.94176579124578,8.275433409308219,0.0,0.0,30.948637751373624,36.845822389739894
total/2539350/320.0/23745384,2025-05-29 19:00:00,10.218578865695713,0.0,0.0,34.41687692225469,45.1298399087637,7.87392579558895,0.0,0.0,40.20751584279395,45.816086506351866,9.02305857735902,0.0,0.0,41.356648624564016,46.965219288121936
total/2539350/320.0/23745384,2025-05-29 20:00:00,6.552293095579297,1.0739318551599788,1.5757445663416692,11.528841624816923,12.030654335998614,4.562011852831077,0.0,0.9437867066183109,9.042154880555591,10.042753569335208,5.292952918776758,0.0,1.6747277725639922,9.773095946501273,10.773694635280888
total/2539350/320.0/23745384,2025-05-29 21:00:00,3.5519309671004065,0.0,0.0,6.916259201127514,6.983068280060905,1.455768466969855,0.0,0.0,3.7103289630379654,4.5634277306178594,2.186393251315834,0.0,0.0,4.440953747383944,5.294052514963839
total/2539350/320.0/23745384,2025-05-29 22:00:00,2.1592346783379806,0.0,0.0,4.401224511599009,4.456123774951544,0.0,0.0,0.0,1.5668082251770103,2.09396105067277,0.706353980078775,0.0,0.0,2.3052635111609185,2.8324163366566784
total/2539350/320.0/23745384,2025-05-29 23:00:00,2.1592346783379806,0.0,0.0,4.4630751285242,4.4870490834141386,0.0,0.0,0.0,1.667493154671736,2.0686148657100722,0.7345349591819432,0.0,0.0,2.452117996386558,2.853239707424894
total/2539350/320.0/23745384,2025-05-30 00:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.0,0.666869092780518,0.0,0.0,0.0,1.1402566816341908,1.4391243079747642
total/2539350/320.0/23745384,2025-05-30 01:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.5571662975818694,0.8403376016410214,0.0,0.0,0.0,1.2818027403468462,1.564974044405998
total/2539350/320.0/23745384,2025-05-30 02:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.0,0.8243852624076577,0.0,0.0,0.0,1.2263040581032274,1.5511739988101034
total/2539350/320.0/23745384,2025-05-30 03:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.5930286594848303,1.1839570723259736,0.0,0.0,0.0,1.320162080083088,1.9110904929242314
total/2539350/320.0/23745384,2025-05-30 04:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.0,0.7533286313617951,0.0,0.0,0.0,1.2391804120279808,1.5093984915224992
total/2539350/320.0/23745384,2025-05-30 05:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.0,0.7063010203855257,0.0,0.0,0.0,1.1659708126852568,1.4328259119584577
total/2539350/320.0/23745384,2025-05-30 06:00:00,1.8491802989534367,0.0,0.0,3.1986625326230795,3.261496062146643,0.0,0.0,0.0,0.0,0.8030560876973452,0.0,0.0,0.0,1.1523237215681503,1.5475285018738296
total/2539350/320.0/23745384,2025-05-30 07:00:00,1.8491802989534367,0.0,0.0,3.5706050894943333,3.633438619017897,0.0,0.0,0.0,0.8881958622043171,1.2454228365129607,0.0,0.0,0.0,1.6016213448452046,1.9588483191538482
total/2539350/320.0/23745384,2025-05-30 08:00:00,2.3086554946289297,0.0,0.0,4.124746623705844,4.2832385954015,0.5436110716570731,0.0,0.0,2.054671406651265,2.3624052373429083,1.0278470217443487,0.0,0.0,2.5389073567385405,2.846641187430184
total/2539350/320.0/23745384,2025-05-30 09:00:00,2.9607307321966823,0.0,0.0,7.784522602294734,8.637201448153943,1.1637785857575207,0.0,0.0,5.304703953835862,6.800829489099868,1.752880933555858,0.0,0.0,5.893806301634199,7.389931836898206
total/2539350/320.0/23745384,2025-05-30 10:00:00,5.328688725292865,0.0,0.0,12.408689885015985,12.461178409251412,3.461140828560223,0.0,0.0,8.777418195867556,10.06577573290054,4.160683858135447,0.0,0.0,9.47696122544278,10.765318762475765
total/2539350/320.0/23745384,2025-05-30 11:00:00,11.90441009391169,2.333697588532307,2.9099430100217143,20.898877177801666,21.475122599291073,9.46539819840853,1.46028226277232,2.6042230575558136,15.838146333439068,18.733405820165473,10.728592919160896,2.7234769835246864,3.8674177783081802,17.101341054191433,19.99660054091784
total/2539350/320.0/23745384,2025-05-30 12:00:00,18.06348474893181,0.6121495011344336,1.4525757665177847,34.67439373134583,35.51481999672919,14.79244393634687,0.0,2.970920984620844,28.76744413254932,32.32003467642043,16.165023473092365,1.841440619575624,4.343500521366338,30.140023669294816,33.692614213165925
total/2539350/320.0/23745384,2025-05-30 13:00:00,14.676930699319119,0.0,0.0,35.68050936957178,36.987650595034076,13.335786961891754,0.0,0.0,30.804359182898942,35.50000911965295,14.124083172289026,0.0,0.0,31.592655393296216,36.28830533005023
total/2539350/320.0/23745384,2025-05-30 14:00:00,10.676081854213468,0.0,0.0,22.979932181358325,23.160665612039196,9.953559054774292,0.0,2.621705386703139,20.45052539185919,24.14761208962594,10.596194194514085,0.0,3.264340526442932,21.093160531598983,24.790247229365733
total/2539350/320.0/23745384,2025-05-30 15:00:00,12.288029169888386,0.0,0.0,29.301868433665597,32.852899397413374,12.123107368032915,0.0,0.0,29.62445534778293,34.428818156716304,12.947899572944415,0.0,0.0,30.44924755269443,35.25361036162781
total/2539350/320.0/23745384,2025-05-30 16:00:00,12.288029169888386,0.0,0.0,30.018830304550697,33.50848218287932,11.443173430971912,0.0,0.0,26.122313091155984,30.33948625666727,12.333179178803398,0.0,0.0,27.012318838987472,31.22949200449876
total/2539350/320.0/23745384,2025-05-30 17:00:00,12.724002521931446,0.0,0.0,26.84594903021453,29.844847704085673,12.520504272147761,0.0,0.0,28.125432684521595,31.72952899749723,12.359201018933708,0.0,0.0,27.964129431307544,31.568225744283176
total/2539350/320.0/23745384,2025-05-30 18:00:00,11.216183500938897,0.0,0.0,23.13925867061657,23.914164385226663,9.238976041237034,0.0,0.0,19.828561664638514,21.695573165708527,10.441767338051095,0.0,0.0,21.031352961452573,22.898364462522586
total/2539350/320.0/23745384,2025-05-30 19:00:00,11.145653967359568,0.0,0.0,24.61313625486074,27.60296647014698,10.292350105208852,0.0,0.0,23.510735556997147,26.81817643614079,11.300819419961588,0.0,0.0,24.51920487174988,27.826645750893526
total/2539350/320.0/23745384,2025-05-30 20:00:00,7.85010734510206,0.0,0.0,21.51205244314587,23.137328564644655,6.273595843506497,0.0,0.0,19.790603445515522,23.701755245659882,6.797231268824715,0.0,0.0,20.31423887083374,24.2253906709781
total/2539350/320.0/23745384,2025-05-30 21:00:00,4.174415348018474,0.0,0.0,18.027339439161178,21.59948101824064,1.7171780910634897,0.0,0.0,14.533742089075965,20.91980779361877,2.526317406091563,0.0,0.0,15.342881404104038,21.728947108646842
total/2539350/320.0/23745384,2025-05-30 22:00:00,2.781719059256048,0.0,0.0,6.22964804870959,6.330427684691282,0.0,0.0,0.0,2.5263350233708777,2.977373286148005,0.7967933030255238,0.0,0.0,3.5423827677003508,3.993421030477478
total/2539350/320.0/23745384,2025-05-30 23:00:00,2.781719059256048,0.0,0.0,6.29149866563478,6.3613529931538775,0.0,0.0,0.0,2.475673428490491,3.3231059360354314,0.6851137976869957,0.0,0.0,3.559197022193792,4.406629529738733
total/2539350/320.0/23745384,2025-05-31 00:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.655468379439756,0.0,0.0,0.0,1.0274648810453861,1.3196751297786424
total/2539350/320.0/23745384,2025-05-31 01:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.5484874988764554,0.0,0.0,0.0,0.8599074078159852,1.1830641734578407
total/2539350/320.0/23745384,2025-05-31 02:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.8062245295248526,0.0,0.0,0.0,1.034141051438633,1.426744944235006
total/2539350/320.0/23745384,2025-05-31 03:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.6315077250921702,0.0,0.0,0.0,1.06614108320932,1.25529069262684
total/2539350/320.0/23745384,2025-05-31 04:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.5384364648524784,0.0,0.0,0.0,0.9664783559939982,1.1976977996459532
total/2539350/320.0/23745384,2025-05-31 05:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.6721907029489367,0.0,0.0,0.0,0.9957899195478299,1.3081281814305021
total/2539350/320.0/23745384,2025-05-31 06:00:00,1.6193772163544762,0.5324196075971468,0.5360633054651214,2.7026911272438308,2.7063348251118056,0.0,0.0,0.0,0.0,0.6220176042940849,0.0,0.0,0.0,0.9731518200924333,1.2594596431254055
total/2539350/320.0/23745384,2025-05-31 07:00:00,1.6193772163544762,0.0,0.0,3.0746336841150845,3.0782773819830593,0.0,0.0,0.0,0.6539931017073847,0.8939545535336847,0.0,0.0,0.0,1.2691328687350931,1.5090943205613934
total/2539350/320.0/23745384,2025-05-31 08:00:00,3.1626559335544693,0.0,0.0,9.679422177544893,12.08898243324556,1.40374053680466,0.0,0.0,7.659476754073441,9.761713208587633,1.907616212273203,0.0,0.0,8.163352429541984,10.265588884056175
total/2539350/320.0/23745384,2025-05-31 09:00:00,3.3377121322096643,0.0,0.0,12.708559126165888,14.270630275611001,1.6926927132575493,0.0,0.0,10.552440074419746,12.682316105690507,2.265910972266556,0.0,0.0,11.12565833342875,13.255534364699512
total/2539350/320.0/23745384,2025-05-31 10:00:00,5.433389022293663,0.0,0.0,11.58505605611201,11.701389784103508,3.614639293602774,0.0,0.0,8.689994989723253,10.35505180189397,4.274292029041022,0.0,0.0,9.349647725161502,11.014704537332218
total/2539350/320.0/23745384,2025-05-31 11:00:00,10.453079262758143,1.5220475947161702,2.686957558245476,18.21920096727081,19.384110930800116,8.053171488420436,0.0,1.060159764028267,15.564408309119466,17.894552424462418,9.147103467588508,0.0,2.1540917431963393,16.658340288287537,18.98848440363049
total/2539350/320.0/23745384,2025-05-31 12:00:00,16.136752536514685,3.1814375161529944,4.975538416591628,27.29796665643774,29.092067556876373,12.102938634895414,0.0,1.9070077579419629,21.899337256008828,25.054539468895324,13.728392407058523,0.9439816314871573,3.5324615301050715,23.52479102817194,26.679993241058433
total/2539350/320.0/23745384,2025-05-31 13:00:00,16.586455149574547,0.0,0.0,51.30226010839917,51.50293231582297,15.273298527916966,0.0,0.0,43.70368767013286,53.164112850071724,15.706252469123612,0.0,0.0,44.136641611339506,53.59706679127837
total/2539350/320.0/23745384,2025-05-31 14:00:00,11.409029864844802,0.0,0.0,35.74967913028077,38.95736939249649,11.227719856174161,0.0,0.0,32.27279114950126,35.547733595762956,11.362949688703962,0.0,0.0,32.40802098203106,35.68296342829275
total/2539350/320.0/23745384,2025-05-31 15:00:00,12.301095719400974,0.0,0.0,33.53063936704251,40.202674804812865,11.621959454192567,0.0,0.0,34.47393028968341,40.30798709068538,11.644079242107367,0.0,0.0,34.496050077598206,40.33010687860018
total/2539350/320.0/23745384,2025-05-31 16:00:00,12.148315762672118,4.1028440414691225,4.2331965104615765,20.063435014882657,20.193787483875113,9.501728968993758,1.941153616005083,3.287637993715536,15.929723816659703,17.363924996860298,10.419219366603185,2.85864401361451,4.205128391324963,16.84721421426913,18.281415394469725
total/2539350/320.0/23745384,2025-05-31 17:00:00,10.931171227972408,2.852366571873448,3.5586134676883403,18.303728988256474,19.009975884071366,9.096797093105241,0.0,2.9840894404503713,13.74834791579823,15.586075591046175,9.37250993234555,0.0,3.259802279690679,14.024060755038537,15.861788430286483
total/2539350/320.0/23745384,2025-05-31 18:00:00,10.691913842256339,0.9012536647939609,2.665249555362541,18.71857812915014,20.48257401971872,8.694490501501598,0.0,1.3980719946341986,15.628144531604383,17.54523350068014,9.317547773474411,0.0,2.021129266607012,16.251201803577196,18.168290772652952
total/2539350/320.0/23745384,2025-05-31 19:00:00,12.959836917679821,0.0,0.0,46.642973232307696,54.005461172670245,11.401332863588012,0.0,0.0,44.263743476939524,52.14679788989098,12.074347491173649,0.0,0.0,44.93675810452516,52.81981251747662
total/2539350/320.0/23745384,2025-05-31 20:00:00,7.359990993029553,0.0,0.0,16.30744741018771,16.62132543557043,6.003255969395803,0.0,0.0,13.206929462126832,14.111569389246405,6.40615232820166,0.0,0.0,13.60982582093269,14.514465748052263
total/2539350/320.0/23745384,2025-05-31 21:00:00,3.8846443573292904,0.0,0.0,11.883573593950945,13.936981717715948,1.548319111757131,0.0,0.0,8.631192281443738,11.15650578682699,2.275503052892413,0.0,0.0,9.35837622257902,11.883689727962272
total/2539350/320.0/23745384,2025-05-31 22:00:00,2.3584381244465074,0.0,0.0,4.304530985452031,4.435792819389192,0.0,0.0,0.0,1.4762648967514638,1.7939266260512257,0.6233659686492081,0.0,0.0,2.267998300214014,2.5856600295137757
total/2539350/320.0/23745384,2025-05-31 23:00:00,2.3584381244465074,0.0,0.0,4.304530985452031,4.435792819389192,0.0,0.0,0.0,1.1268782325217261,1.6554189943677793,0.5055099449568353,0.0,0.0,2.122360679898641,2.6509014417446943
total/2539350/320.0/23745384,2025-06-01 00:00:00,2.3315015706468603,0.6171412554476747,0.6207849533156493,4.0422181879780705,4.045861885846046,0.0,0.0,0.0,0.678821707854224,1.0411064550468652,0.0,0.0,0.0,1.6194586402252393,1.9817433874178805
total/2539350/320.0/23745385,2025-05-25 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 09:00:00,0.0,0.0,0.0,0.5041488483244816,0.5125259777901355,0.0,0.0,0.0,0.5487937589185616,0.6202067038187645,0.0,0.0,0.0,0.63090878351833,0.702321728418533
total/2539350/320.0/23745385,2025-05-25 10:00:00,0.0,0.0,0.0,0.8775571629758283,1.0318135258501409,0.0,0.0,0.0,0.9468602169606021,1.193527619951422,0.0,0.0,0.0,0.8798601165475226,1.1265275195383424
total/2539350/320.0/23745385,2025-05-25 11:00:00,0.0,0.0,0.0,2.975163834100952,3.2043383354460224,0.0,0.0,0.0,0.8884143814217433,1.5923702773803867,0.0,0.0,0.0,1.8167418437527811,2.5206977397114243
total/2539350/320.0/23745385,2025-05-25 12:00:00,0.0,0.0,0.0,3.330511690411878,3.6493397812893207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.325185637696822,1.9809270141933009
total/2539350/320.0/23745385,2025-05-25 13:00:00,0.0,0.0,0.0,6.384949519821983,7.317674253331454,0.0,0.0,0.0,4.327266120764242,5.921517305222363,0.0,0.0,0.0,5.337775242544574,6.932026427002695
total/2539350/320.0/23745385,2025-05-25 14:00:00,0.0,0.0,0.0,5.374972712185379,6.149892368710987,0.0,0.0,0.0,4.297275097524306,5.359799185228835,0.8927093452806114,0.0,0.0,5.00655095158247,6.069075039286999
total/2539350/320.0/23745385,2025-05-25 15:00:00,0.0,0.0,0.0,4.864949241862032,5.498005686002124,0.741082715979679,0.0,0.0,4.069438132428861,5.421809438201701,1.426598433024346,0.0,0.0,4.754953849473528,6.107325155246369
total/2539350/320.0/23745385,2025-05-25 16:00:00,0.0,0.0,0.0,4.6377605516341855,4.970472808475041,0.0,0.0,0.0,4.44069270058408,4.789045257220936,0.7746087203379576,0.0,0.0,5.373633155088257,5.721985711725113
total/2539350/320.0/23745385,2025-05-25 17:00:00,0.0,0.0,0.0,4.27919400219884,4.506224303731178,0.0,0.0,0.0,3.8226177732571713,4.642526821739443,0.9131765967086345,0.0,0.0,4.354837707729229,5.1747467562115
total/2539350/320.0/23745385,2025-05-25 18:00:00,0.0,0.0,0.0,3.098709197700175,3.405993530134481,0.0,0.0,0.0,1.992716445463506,2.723173436550667,0.5617562661695694,0.0,0.0,3.0183335609377826,3.748790552024943
total/2539350/320.0/23745385,2025-05-25 19:00:00,0.0,0.0,0.0,0.8914008570639415,1.1797964526491882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 20:00:00,0.0,0.0,0.0,0.765242444235021,0.9995642765356414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264290024918408
total/2539350/320.0/23745385,2025-05-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-26 01:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532653535241085
total/2539350/320.0/23745385,2025-05-26 02:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-26 03:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.5311328302802518,0.0,0.0,0.0,0.0,0.6186947116341652
total/2539350/320.0/23745385,2025-05-26 04:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530613257738367
total/2539350/320.0/23745385,2025-05-26 05:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-26 06:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592444698862049
total/2539350/320.0/23745385,2025-05-26 07:00:00,0.6726304122276427,0.0,0.0,1.1862747697388192,1.1931614066264165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-26 08:00:00,0.6726304122276427,0.0,0.0,1.2102326627076518,1.2171192995952493,0.0,0.0,0.0,0.0,0.5023765292081789,0.0,0.0,0.0,0.5032775885483493,0.6388294911542692
total/2539350/320.0/23745385,2025-05-26 09:00:00,0.6726304122276427,0.0,0.0,1.3374405046998692,1.3443271415874665,0.0,0.0,0.0,0.584100207025335,0.7017887922453037,0.0,0.0,0.0,0.6761219441448545,0.7938105293648231
total/2539350/320.0/23745385,2025-05-26 10:00:00,0.6726304122276427,0.0,0.0,1.3968302912019215,1.4967025673073322,0.0,0.0,0.0,0.9018684662931632,1.1035813348259071,0.0,0.0,0.0,0.8865158960667012,1.0882287645994453
total/2539350/320.0/23745385,2025-05-26 11:00:00,0.6726304122276427,0.0,0.0,2.717526433228474,2.8657474443904256,0.0,0.0,0.0,1.789507351163718,2.2447801816067754,0.0,0.0,0.0,1.8160504484169517,2.271323278860009
total/2539350/320.0/23745385,2025-05-26 12:00:00,0.6726304122276427,0.0,0.0,2.751357364333378,3.127091707476464,0.0,0.0,0.0,2.0873720917271807,2.329857812242621,0.0,0.0,0.0,2.517541009578547,2.760026730093987
total/2539350/320.0/23745385,2025-05-26 13:00:00,0.6726304122276427,0.0,0.0,4.4411397725163475,4.679637493527468,0.0,0.0,0.0,2.7749365003156297,3.8532028086262313,0.0,0.0,0.0,3.2002659698174263,4.278532278128028
total/2539350/320.0/23745385,2025-05-26 14:00:00,0.6726304122276427,0.0,0.0,3.7980705252942313,3.8811074278941695,0.0,0.0,0.0,3.1392172220477708,3.536066635465062,0.0,0.0,0.0,3.1236776311910504,3.5205270446083414
total/2539350/320.0/23745385,2025-05-26 15:00:00,0.6726304122276427,0.0,0.0,3.773786102383863,3.840855993327021,0.0,0.0,0.0,2.720761431962594,3.7232575365478113,0.0,0.0,0.0,2.7333163152983304,3.7358124198835476
total/2539350/320.0/23745385,2025-05-26 16:00:00,0.6726304122276427,0.0,0.0,3.1088902278519552,3.1349268975464186,0.5989043376404848,0.0,0.0,2.454569267726756,3.0168496123999544,0.5486700616574918,0.0,0.0,2.404334991743763,2.966615336416962
total/2539350/320.0/23745385,2025-05-26 17:00:00,0.6726304122276427,0.0,0.0,3.53252463723681,3.540378181778424,0.0,0.0,0.0,2.1146582158702447,2.632277755910753,0.0,0.0,0.0,2.1805314334098918,2.6981509734504
total/2539350/320.0/23745385,2025-05-26 18:00:00,0.6726304122276427,0.0,0.0,3.3243649478497654,3.495778907948851,0.0,0.0,0.0,2.3766515622258675,2.7350214198259293,0.0,0.0,0.0,2.4812384294305088,2.839608287030571
total/2539350/320.0/23745385,2025-05-26 19:00:00,0.6726304122276427,0.0,0.0,1.61815460953164,1.8203524773894215,0.0,0.0,0.0,1.091135965361464,1.4126091961934786,0.0,0.0,0.0,1.1556409554880156,1.4771141863200299
total/2539350/320.0/23745385,2025-05-26 20:00:00,0.6726304122276427,0.0,0.0,1.4919961967027193,1.6401203012758743,0.0,0.0,0.0,0.0,0.5802166573812999,0.0,0.0,0.0,0.6785101607862368,0.8240737504581617
total/2539350/320.0/23745385,2025-05-26 21:00:00,0.6604713645163834,0.0,0.0,1.1645920416259061,1.1714786785135036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5653643950595008
total/2539350/320.0/23745385,2025-05-26 22:00:00,0.6604713645163834,0.0,0.0,1.1645920416259061,1.1714786785135036,0.0,0.0,0.0,0.0,0.5210942006366541,0.0,0.0,0.0,0.5325100685903763,0.6330038040282003
total/2539350/320.0/23745385,2025-05-26 23:00:00,0.6604713645163834,0.0,0.0,1.1645920416259061,1.1714786785135036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625742754548422
total/2539350/320.0/23745385,2025-05-27 00:00:00,0.6726304122276427,0.0,0.0,1.1752398521415435,1.176609030230503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503415019506956
total/2539350/320.0/23745385,2025-05-27 01:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 02:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 03:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 04:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 05:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 06:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 07:00:00,1.4351448005355856,1.0043182665920118,1.0056874446809714,1.8646021563901998,1.8659713344791593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total/2539350/320.0/23745385,2025-05-27 08:00:00,1.4351448005355856,0.980360373623179,0.9817295517121385,1.8885600493590327,1.8899292274479922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
